1,97,1892,1
1,387,1541,1
1,642,1535,1
1,800,341,1
1,970,1976,1
1,1125,1155,1
1,1498,1284,1
1,1981,1950,1
2,253,1749,1
2,587,1750,1
2,931,462,2
2,1221,1910,1
2,1537,1564,1
2,1718,1430,1
2,1874,967,1
3,140,688,3
3,308,1408,1
3,800,1836,1
3,1214,1910,5
3,1672,1267,1
3,1813,1884,3
3,1886,937,1
3,1996,1893,1
4,387,1677,1
4,597,1359,2
4,1019,691,3
4,1184,1894,1
4,1649,469,2
4,1698,1250,2
4,1800,1155,1
5,28,1394,1
5,113,1451,2
5,286,1303,1
5,489,1300,2
5,604,751,2
5,853,141,1
5,1100,135,1
5,1838,199,2
6,117,558,1
6,236,611,1
6,474,1191,5
6,676,844,1
6,826,1332,2
6,1160,722,4
6,1826,1321,1
7,169,383,2
7,296,1966,1
7,823,261,2
7,968,1093,3
7,1077,1910,1
7,1184,1454,3
7,1746,1576,2
7,1971,1361,3
8,246,1844,3
8,439,1296,2
8,511,954,1
8,815,142,4
8,1631,154,1
8,1741,197,1
8,1843,300,1
9,174,298,3
9,337,1372,1
9,837,1276,2
9,1048,1809,3
9,1162,794,2
9,1597,1275,1
9,1725,1750,2
9,1932,1540,2
10,110,564,2
10,366,1530,1
10,550,1192,2
10,859,1388,5
10,1016,144,1
10,1514,1043,1
10,1784,198,3
11,97,1310,1
11,539,1255,2
11,1010,172,1
11,1187,1405,1
11,1482,1576,1
11,1583,1090,2
11,1771,383,1
11,1999,845,1
12,188,1279,1
12,292,1529,1
12,478,1378,4
12,692,748,1
12,921,148,3
12,985,1410,2
12,1591,741,3
13,181,1333,1
13,530,1286,1
13,987,1089,1
13,1086,1455,3
13,1209,1793,1
13,1575,1894,1
13,1746,1468,1
13,1935,1153,1
14,74,300,1
14,440,455,2
14,644,1459,1
14,686,1045,1
14,857,197,4
14,989,629,1
14,1632,1321,1
15,89,1953,3
15,355,451,2
15,735,469,2
15,1136,261,2
15,1494,1270,3
15,1787,12,1
15,1889,1909,2
15,1982,1882,1
16,174,1907,4
16,517,1521,1
16,737,462,4
16,1013,453,1
16,1498,38,3
16,1705,1363,1
16,1779,1542,2
17,112,1411,1
17,365,443,2
17,484,993,1
17,599,138,3
17,681,435,4
17,834,680,3
17,1177,142,4
17,1804,29,1
18,178,186,4
18,339,1307,4
18,831,1425,4
18,982,1286,3
18,1230,1689,4
18,1531,1092,2
18,1763,1263,3
19,59,1837,3
19,150,283,1
19,246,1427,4
19,472,1667,1
19,600,320,3
19,826,1420,1
19,985,707,4
19,1868,146,5
20,188,1325,1
20,354,1064,2
20,573,1329,5
20,772,1457,1
20,964,609,3
20,1041,1379,1
20,1861,102,1
21,425,341,4
21,708,1267,3
21,994,1419,1
21,1159,1248,3
21,1648,937,2
21,1762,1215,2
21,1885,1438,5
21,1988,1089,4
22,93,142,1
22,290,683,1
22,508,158,3
22,740,1295,3
22,923,201,1
22,1621,238,1
22,1801,30,1
23,249,1432,1
23,490,38,1
23,869,1216,1
23,1063,1348,1
23,1208,1267,1
23,1805,1902,1
23,1941,795,1
23,1997,1904,1
24,349,610,4
24,494,364,1
24,570,1958,1
24,803,1260,4
24,961,884,5
24,1508,254,5
24,1654,198,1
25,45,1911,1
25,301,252,1
25,402,1414,1
25,584,1040,1
25,772,154,1
25,952,144,1
25,1665,1045,1
25,1843,134,1
26,105,1429,2
26,291,1244,2
26,524,835,2
26,632,1325,2
26,732,5,2
26,859,707,4
26,1493,683,2
27,75,1914,3
27,539,1841,3
27,761,1254,3
27,932,1374,3
27,1209,1568,2
27,1659,10,3
27,1713,1322,1
27,2000,1403,2
28,90,406,2
28,398,239,1
28,598,1410,1
28,693,1451,2
28,1097,1389,2
28,1511,722,3
28,1636,652,1
29,45,1845,2
29,302,1273,1
29,463,843,1
29,626,749,3
29,940,214,1
29,1505,459,4
29,1602,30,1
29,1898,1471,2
30,205,1456,1
30,601,1376,2
30,1014,546,3
30,1123,1441,5
30,1227,1109,5
30,1608,1405,5
30,1770,1385,4
31,165,1465,1
31,441,1385,4
31,733,261,2
31,876,1161,2
31,1085,1374,4
31,1141,20,1
31,1628,744,1
31,1972,1393,5
32,336,1150,3
32,586,1455,2
32,839,1286,1
32,1135,1358,3
32,1558,1092,1
32,1715,620,2
32,1854,1166,1
33,40,751,1
33,92,1529,1
33,217,436,1
33,412,1002,1
33,565,1387,1
33,787,1703,1
33,916,605,1
33,1500,1039,2
34,178,1089,3
34,442,1908,1
34,864,43,1
34,1193,452,5
34,1532,1161,1
34,1612,340,1
34,1917,10,1
35,77,469,1
35,389,1094,2
35,805,1976,1
35,1138,262,1
35,1683,1362,1
35,1720,1092,1
35,1772,453,1
35,1993,1345,1
36,259,1151,1
36,602,1541,3
36,979,1305,3
36,1107,1259,2
36,1565,1433,1
36,1697,1689,3
36,1738,1967,1
37,93,1915,2
37,150,1548,3
37,372,1300,1
37,573,143,4
37,696,306,1
37,1052,656,1
37,1507,1301,3
37,1868,526,1
38,184,1375,4
38,394,1529,2
38,536,29,1
38,825,1302,2
38,907,1912,1
38,1515,1331,3
38,1833,1044,4
39,103,609,3
39,318,1547,1
39,537,680,1
39,598,1173,2
39,769,882,2
39,923,455,3
39,1075,884,3
39,1948,1054,1
40,92,254,3
40,247,1427,2
40,400,1428,2
40,504,1040,3
40,653,528,1
40,936,1476,2
40,1831,1459,3
41,98,7,2
41,218,1089,4
41,865,1090,5
41,1180,1292,5
41,1646,1986,2
41,1739,1165,4
41,1762,1793,5
41,1929,1242,5
42,213,1825,2
42,304,572,3
42,697,723,2
42,818,1272,2
42,910,1399,2
42,1694,137,4
42,1860,1957,4
43,182,1166,2
43,864,1406,1
43,978,1545,1
43,1236,1436,2
43,1557,1391,3
43,1625,1444,2
43,1737,12,1
43,1997,1966,2
44,521,1362,1
44,736,1368,1
44,979,1333,1
44,1088,1323,1
44,1143,13,1
44,1606,1455,4
44,1723,1903,4
45,139,1351,2
45,513,1182,1
45,757,1255,1
45,875,1342,1
45,1130,1274,5
45,1645,461,1
45,1686,1290,1
45,1999,744,1
46,337,1393,3
46,711,1568,2
46,758,1534,3
46,968,1372,2
46,1030,1963,3
46,1213,1283,2
46,1713,1369,2
47,113,749,2
47,399,1470,2
47,549,455,3
47,710,1045,1
47,803,1845,4
47,859,1377,4
47,1148,154,2
47,1867,901,4
48,207,154,1
48,350,648,4
48,548,984,1
48,675,1112,4
48,908,1522,5
48,1113,420,2
48,1690,1462,1
49,86,1296,2
49,192,1957,5
49,257,1300,1
49,746,1304,4
49,877,1378,5
49,1078,137,5
49,1224,1174,3
49,1818,683,5
50,269,1893,1
50,602,1535,5
50,868,1164,5
50,1124,1217,1
50,1484,1520,1
50,1650,1841,5
50,1881,1454,5
51,122,1335,2
51,523,340,1
51,871,461,4
51,1140,1906,1
51,1480,1463,1
51,1609,1339,1
51,1873,1291,1
51,1901,1391,1
52,95,1427,3
52,485,1400,4
52,613,1321,5
52,686,528,5
52,730,1414,5
52,989,323,3
52,1479,1844,3
53,74,526,1
53,244,201,1
53,524,1474,3
53,681,373,1
53,961,1911,1
53,1167,1413,1
53,1618,142,1
53,1870,1970,1
54,184,1529,3
54,309,629,5
54,511,1302,1
54,809,1313,4
54,853,1299,5
54,1008,283,4
54,1834,977,3
55,161,16,1
55,289,1369,1
55,912,1954,2
55,1060,454,2
55,1228,967,3
55,1714,1270,3
55,1775,1953,4
55,1857,1363,2
56,94,101,3
56,192,1296,1
56,288,1036,1
56,574,658,1
56,754,572,1
56,834,1956,4
56,1022,119,1
57,72,202,3
57,279,1377,3
57,554,385,1
57,644,938,1
57,672,1378,4
57,853,134,1
57,1012,1002,2
57,1634,1174,3
58,195,254,1
58,405,1703,1
58,502,1353,1
58,615,898,1
58,810,101,1
58,1008,1670,4
58,1506,938,4
59,218,1346,3
59,679,1165,5
59,947,1248,1
59,1081,1417,1
59,1220,1323,5
59,1549,1449,1
59,1700,1351,1
59,1732,1385,3
60,248,457,1
60,416,661,2
60,512,1332,1
60,603,239,1
60,738,31,2
60,1022,406,3
60,1764,1528,1
61,34,1040,3
61,348,329,1
61,531,142,2
61,567,648,1
61,877,1386,1
61,1012,1530,1
61,1536,1031,1
61,1925,300,1
62,356,1383,3
62,484,1399,1
62,817,649,3
62,1062,1320,3
62,1506,1295,1
62,1644,1321,1
62,1807,1313,1
63,77,1892,3
63,355,1424,3
63,1014,1809,4
63,1517,689,3
63,1600,1841,5
63,1759,1385,3
63,1875,1455,3
63,1988,1408,3
64,315,1248,1
64,547,1293,1
64,996,1576,4
64,1485,1403,1
64,1561,1369,1
64,1700,1521,1
64,1850,1417,2
65,170,1091,2
65,767,1985,2
65,975,341,4
65,1124,1466,1
65,1226,744,1
65,1613,1393,2
65,1754,1906,2
65,1961,1391,1
66,268,1372,2
66,445,1259,3
66,712,1374,1
66,996,171,3
66,1489,1257,3
66,1685,1166,1
66,1937,1903,3
67,124,50,1
67,425,1450,1
67,851,1356,2
67,944,1358,3
67,1196,1541,1
67,1723,1265,3
67,1853,590,4
67,1991,340,2
68,423,1267,1
68,523,1568,1
68,793,1962,1
68,1056,340,1
68,1538,11,1
68,1730,1761,1
68,1886,1110,1
69,84,1306,2
69,287,1883,4
69,523,262,2
69,879,1424,1
69,994,1455,3
69,1083,381,2
69,1603,16,1
69,1805,849,2
70,209,199,5
70,313,1064,4
70,432,153,2
70,677,448,5
70,911,1036,4
70,1097,750,2
70,1644,1410,4
71,92,1301,3
71,325,239,3
71,556,155,3
71,641,252,3
71,818,373,3
71,1100,1246,3
71,1652,1667,2
71,1830,953,4
72,226,1372,1
72,684,1908,1
72,864,688,1
72,1058,1241,2
72,1185,1883,3
72,1472,1355,1
72,1648,1215,1
73,224,835,3
73,292,137,3
73,412,1384,3
73,644,1461,2
73,810,1420,3
73,1500,1377,3
73,1580,984,3
73,1989,1398,2
74,280,741,1
74,393,456,2
74,599,1548,3
74,792,1303,3
74,914,984,1
74,1177,194,1
74,1790,651,2
75,60,450,2
75,280,1955,3
75,489,977,2
75,671,1001,1
75,829,239,2
75,990,420,3
75,1657,149,2
75,1863,1411,2
76,344,1153,1
76,642,1362,1
76,973,1439,1
76,1122,38,1
76,1183,1248,2
76,1649,1326,1
76,1800,1884,1
77,174,1251,1
77,568,1401,1
77,872,50,2
77,1122,1953,1
77,1525,1282,3
77,1597,1986,1
77,1771,1216,1
77,1996,1761,1
78,375,1914,4
78,623,592,1
78,770,13,5
78,1108,1952,1
78,1227,374,5
78,1552,1344,1
78,1821,1293,1
79,78,1466,2
79,442,382,2
79,879,1354,2
79,1149,1440,1
79,1495,849,4
79,1682,1977,3
79,1889,1363,2
79,2000,1418,5
80,347,1042,2
80,549,898,2
80,686,364,2
80,830,629,2
80,1006,1457,2
80,1158,135,4
80,1843,529,2
81,60,1443,1
81,231,807,1
81,447,252,1
81,561,1459,3
81,870,1462,3
81,940,1266,1
81,1224,1315,1
81,1862,882,3
82,509,1369,1
82,764,1374,1
82,1121,1293,2
82,1549,1370,1
82,1638,1359,1
82,1876,1942,1
82,1990,453,4
83,97,1110,1
83,514,1564,1
83,773,1446,1
83,1099,1109,1
83,1209,1277,1
83,1603,1460,1
83,1756,1344,2
83,1975,1406,1
84,220,1001,3
84,304,1065,5
84,537,1529,2
84,729,993,3
84,801,1324,4
84,1034,198,5
84,1864,609,1
85,49,1461,3
85,356,564,5
85,578,149,5
85,728,143,5
85,883,1054,3
85,1069,323,2
85,1177,1923,1
85,1898,197,1
86,314,1372,1
86,428,1967,1
86,789,1285,1
86,1229,1423,1
86,1671,1545,2
86,1739,1761,1
86,1770,1953,1
87,362,1439,1
87,442,1965,5
87,720,1359,5
87,1243,1111,1
87,1598,1436,1
87,1740,1350,3
87,1855,1344,1
87,1992,1930,1
88,170,1404,1
88,376,1418,1
88,608,1267,1
88,765,1587,1
88,1142,1689,1
88,1607,1339,1
88,1817,12,1
89,371,1305,1
89,555,341,1
89,601,1340,1
89,824,1090,2
89,1018,1908,1
89,1163,43,1
89,1494,1976,1
89,1813,1892,1
90,719,1760,2
90,878,1274,3
90,919,1164,2
90,1122,1793,4
90,1573,1393,4
90,1687,1905,1
90,1876,13,2
91,237,32,2
91,359,1384,4
91,595,1045,2
91,832,1316,4
91,1007,1416,2
91,1176,1428,2
91,1632,1912,1
91,1924,953,1
92,497,1425,4
92,875,1884,1
92,1108,983,2
92,1198,1179,5
92,1533,1891,4
92,1681,1282,4
92,1799,1257,3
93,124,1385,2
93,424,1544,3
93,852,221,2
93,1121,1882,1
93,1218,1092,2
93,1692,261,2
93,1769,381,1
93,1993,1250,2
94,104,154,1
94,347,1384,1
94,548,1379,1
94,699,15,1
94,811,777,2
94,1100,1409,1
94,1706,741,1
95,107,1320,1
95,227,1452,1
95,414,1913,1
95,631,1040,1
95,682,751,1
95,874,1421,1
95,1022,1667,1
95,1820,1064,1
96,121,1384,2
96,485,214,3
96,616,1287,3
96,681,1703,1
96,1113,1395,1
96,1712,1459,1
96,1806,1421,4
97,195,1667,2
97,325,71,2
97,477,775,2
97,612,1040,4
97,697,1031,2
97,1003,1412,3
97,1500,202,3
97,1860,1288,1
98,213,1000,1
98,391,1548,3
98,636,1278,1
98,787,306,2
98,1016,1386,1
98,1062,1328,1
98,1719,1413,1
99,123,1912,2
99,398,1461,1
99,494,1065,2
99,622,528,1
99,821,201,2
99,959,1957,2
99,1536,977,1
99,1838,1470,1
100,191,1401,3
100,786,1336,3
100,1057,1890,4
100,1228,1542,1
100,1676,1089,5
100,1722,1587,2
100,1873,1093,4
101,173,1760,1
101,357,1310,2
101,520,1976,2
101,767,1291,1
101,1099,998,1
101,1214,1447,1
101,1715,1355,1
101,1998,1907,1
102,108,459,2
102,395,320,2
102,672,8,5
102,710,1378,2
102,870,1547,5
102,1513,902,1
102,1673,1522,2
103,125,688,1
103,333,1110,1
103,525,1418,3
103,872,1350,1
103,1221,1381,1
103,1610,1263,1
